"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"28","Willie Davis","LAD","1.0","0.0","0%","2.7","153","624","74","177","11","61","21","15",".284",".302",".405",".708","0","0","0","0","0","0","0","0","0","0","0","0",1966
"28","Bob Shaw","TOT","1.0","0.0","0%","0.7","39","56","1","13","0","2","0","4",".232",".279",".232",".511","12","14","4.29","1.329","39","31","0","199.1","216","21","49","125",1966
"28","Chris Short","PHI","1.0","0.0","0%","2.5","42","106","6","22","0","4","0","1",".208",".215",".217",".432","20","10","3.54","1.195","42","39","0","272.0","257","28","68","177",1966
"1","Orlando Cepeda","STL","280.0","20.0","100%","6.8","151","563","91","183","25","111","11","62",".325",".399",".524",".923","0","0","0","0","0","0","0","0","0","0","0","0",1967
"2","Tim McCarver","STL","136.0","0.0","49%","6.0","138","471","68","139","14","69","8","54",".295",".369",".452",".822","0","0","0","0","0","0","0","0","0","0","0","0",1967
"3","Roberto Clemente","PIT","129.0","0.0","46%","9.0","147","585","103","209","23","110","9","41",".357",".400",".554",".954","0","0","0","0","0","0","0","0","0","0","0","0",1967
"4","Ron Santo","CHC","103.0","0.0","37%","9.8","161","586","107","176","31","98","1","96",".300",".395",".512",".906","0","0","0","0","0","0","0","0","0","0","0","0",1967
"5","Henry Aaron","ATL","79.0","0.0","28%","8.5","155","600","113","184","39","109","17","63",".307",".369",".573",".943","0","0","0","0","0","0","0","0","0","0","0","0",1967
"6","Mike McCormick","SFG","73.0","0.0","26%","4.2","41","84","8","10","1","5","0","4",".119",".157",".179",".336","22","10","2.85","1.147","40","35","0","262.1","220","25","81","150",1967
"7","Lou Brock","STL","49.0","0.0","18%","5.6","159","689","113","206","21","76","52","24",".299",".327",".472",".799","0","0","0","0","0","0","0","0","0","0","0","0",1967
"8","Tony Perez","CIN","43.0","0.0","15%","3.2","156","600","78","174","26","102","0","33",".290",".328",".490",".818","0","0","0","0","0","0","0","0","0","0","0","0",1967
"9","Julian Javier","STL","41.0","0.0","15%","2.6","140","520","68","146","14","64","6","25",".281",".314",".404",".718","0","0","0","0","0","0","0","0","0","0","0","0",1967
"10","Pete Rose","CIN","40.0","0.0","14%","4.8","148","585","86","176","12","76","11","56",".301",".364",".444",".808","0","0","0","0","0","0","0","0","0","0","0","0",1967
"11","Jim Wynn","HOU","29.0","0.0","10%","5.3","158","594","102","148","37","107","16","74",".249",".331",".495",".826","0","0","0","0","0","0","0","0","0","0","0","0",1967
"12","Fergie Jenkins","CHC","26.0","0.0","9%","5.2","39","93","5","14","0","10","0","6",".151",".200",".204",".404","20","13","2.80","1.082","38","38","0","289.1","230","30","83","236",1967
"13","Curt Flood","STL","24.0","0.0","9%","5.3","134","514","68","172","5","50","2","37",".335",".378",".414",".793","0","0","0","0","0","0","0","0","0","0","0","0",1967
"14","Ernie Banks","CHC","22.0","0.0","8%","2.4","151","573","68","158","23","95","2","27",".276",".310",".455",".765","0","0","0","0","0","0","0","0","0","0","0","0",1967
"15","Nelson Briles","STL","20.0","0.0","7%","3.6","49","40","5","6","0","0","0","3",".150",".209",".150",".359","14","5","2.43","1.152","49","14","6","155.1","139","8","40","94",1967
"16","Rusty Staub","HOU","12.0","0.0","4%","5.1","149","546","71","182","10","74","0","60",".333",".398",".473",".871","0","0","0","0","0","0","0","0","0","0","0","0",1967
"17","Jim Ray Hart","SFG","10.0","0.0","4%","5.8","158","578","98","167","29","99","1","77",".289",".373",".509",".882","0","0","0","0","0","0","0","0","0","0","0","0",1967
"17","Dick Hughes","STL","10.0","0.0","4%","3.9","40","78","3","10","0","4","0","2",".128",".150",".128",".278","16","6","2.67","0.954","37","27","3","222.1","164","22","48","161",1967
"19","Dick Allen","PHI","9.0","0.0","3%","5.3","122","463","89","142","23","77","20","75",".307",".404",".566",".970","0","0","0","0","0","0","0","0","0","0","0","0",1967
"20","Ted Abernathy","CIN","8.0","0.0","3%","6.0","70","17","0","1","0","2","0","0",".059",".059",".059",".118","6","3","1.27","0.978","70","0","28","106.1","63","1","41","88",1967
"21","Clete Boyer","ATL","6.0","0.0","2%","3.0","154","572","63","140","26","96","6","39",".245",".292",".423",".715","0","0","0","0","0","0","0","0","0","0","0","0",1967
"22","Jim Bunning","PHI","5.0","0.0","2%","8.0","40","104","8","17","2","12","0","1",".163",".171",".250",".421","17","15","2.29","1.039","40","40","0","302.1","241","18","73","253",1967
"22","Bob Gibson","STL","5.0","0.0","2%","2.7","27","60","7","8","0","3","0","8",".133",".235",".133",".369","13","7","2.98","1.089","24","24","0","175.1","151","10","40","147",1967
"22","Randy Hundley","CHC","5.0","0.0","2%","3.9","152","539","68","144","14","60","2","44",".267",".322",".403",".725","0","0","0","0","0","0","0","0","0","0","0","0",1967
"22","Tom Seaver","NYM","5.0","0.0","2%","6.7","36","77","5","11","0","5","2","8",".143",".230",".169",".399","16","13","2.76","1.203","35","34","0","251.0","224","19","78","170",1967
"26","Gene Alley","PIT","3.0","0.0","1%","4.8","152","550","59","158","6","55","10","36",".287",".337",".391",".728","0","0","0","0","0","0","0","0","0","0","0","0",1967
"26","Tommy Davis","NYM","3.0","0.0","1%","2.7","154","577","72","174","16","73","9","31",".302",".342",".440",".782","0","0","0","0","0","0","0","0","0","0","0","0",1967
"26","Tony Gonzalez","PHI","3.0","0.0","1%","5.4","149","508","74","172","9","59","10","47",".339",".396",".472",".869","0","0","0","0","0","0","0","0","0","0","0","0",1967
"29","Willie McCovey","SFG","2.0","0.0","1%","5.0","135","456","73","126","31","91","3","71",".276",".378",".535",".913","0","0","0","0","0","0","0","0","0","0","0","0",1967
"1","Bob Gibson","STL","242.0","14.0","86%","11.9","35","94","3","16","0","6","1","7",".170",".233",".223",".456","22","9","1.12","0.853","34","34","0","304.2","198","11","62","268",1968
"2","Pete Rose","CIN","205.0","6.0","73%","5.5","149","626","94","210","10","49","3","56",".335",".391",".470",".861","0","0","0","0","0","0","0","0","0","0","0","0",1968
"3","Willie McCovey","SFG","135.0","0.0","48%","7.0","148","523","81","153","36","105","4","72",".293",".378",".545",".923","0","0","0","0","0","0","0","0","0","0","0","0",1968
"4","Curt Flood","STL","116.0","0.0","41%","4.1","150","618","71","186","5","60","11","33",".301",".339",".366",".705","0","0","0","0","0","0","0","0","0","0","0","0",1968
"5","Juan Marichal","SFG","93.0","0.0","33%","5.6","38","123","8","20","0","5","0","2",".163",".181",".195",".376","26","9","2.43","1.047","38","38","0","325.2","295","21","46","218",1968
"6","Lou Brock","STL","73.0","0.0","26%","5.8","159","660","92","184","6","51","62","46",".279",".328",".418",".746","0","0","0","0","0","0","0","0","0","0","0","0",1968
"7","Mike Shannon","STL","55.0","0.0","20%","3.6","156","576","62","153","15","79","1","37",".266",".309",".401",".710","0","0","0","0","0","0","0","0","0","0","0","0",1968
"8","Billy Williams","CHC","48.0","0.0","17%","4.6","163","642","91","185","30","98","4","48",".288",".336",".500",".836","0","0","0","0","0","0","0","0","0","0","0","0",1968
"9","Glenn Beckert","CHC","40.0","0.0","14%","5.6","155","643","98","189","4","37","8","31",".294",".326",".369",".695","0","0","0","0","0","0","0","0","0","0","0","0",1968
"10","Felipe Alou","ATL","33.0","0.0","12%","6.6","160","662","72","210","11","57","12","48",".317",".365",".438",".803","0","0","0","0","0","0","0","0","0","0","0","0",1968
"11","Matty Alou","PIT","32.0","0.0","11%","5.4","146","558","59","185","0","52","18","27",".332",".362",".396",".758","0","0","0","0","0","0","0","0","0","0","0","0",1968
"12","Henry Aaron","ATL","19.0","0.0","7%","6.8","160","606","84","174","29","86","28","64",".287",".354",".498",".852","0","0","0","0","0","0","0","0","0","0","0","0",1968
"13","Ernie Banks","CHC","14.0","0.0","5%","3.5","150","552","71","136","32","83","2","27",".246",".287",".469",".756","0","0","0","0","0","0","0","0","0","0","0","0",1968
"13","Jerry Koosman","NYM","14.0","0.0","5%","6.0","35","91","3","7","1","4","0","3",".077",".106",".121",".227","19","12","2.08","1.100","35","34","0","263.2","221","16","69","178",1968
"13","Willie Mays","SFG","14.0","0.0","5%","6.3","148","498","84","144","23","79","12","67",".289",".372",".488",".860","0","0","0","0","0","0","0","0","0","0","0","0",1968
"16","Johnny Bench","CIN","11.0","0.0","4%","5.0","154","564","67","155","15","82","1","31",".275",".311",".433",".743","0","0","0","0","0","0","0","0","0","0","0","0",1968
"17","Phil Regan","TOT","7.0","0.0","3%","3.2","73","21","3","3","0","1","0","0",".143",".182",".190",".372","12","5","2.27","1.069","73","0","25","134.2","119","10","25","67",1968
"18","Fergie Jenkins","CHC","6.0","0.0","2%","6.6","40","100","4","16","1","10","0","6",".160",".208",".230",".438","20","15","2.63","1.039","40","40","0","308.0","255","26","65","260",1968
"19","Tony Perez","CIN","5.0","0.0","2%","5.9","160","625","93","176","18","92","3","51",".282",".338",".430",".769","0","0","0","0","0","0","0","0","0","0","0","0",1968
"20","Nelson Briles","STL","4.0","0.0","1%","2.1","33","80","5","11","0","5","0","4",".138",".186",".163",".349","19","11","2.81","1.256","33","33","0","243.2","251","18","55","141",1968
"20","Dal Maxvill","STL","4.0","0.0","1%","2.6","151","459","51","116","1","24","0","52",".253",".329",".298",".627","0","0","0","0","0","0","0","0","0","0","0","0",1968
"22","Steve Blass","PIT","3.0","0.0","1%","2.4","35","80","7","11","0","8","0","2",".138",".155",".150",".305","18","6","2.12","1.126","33","31","0","220.1","191","13","57","132",1968
"22","Tom Haller","LAD","3.0","0.0","1%","4.8","144","474","37","135","4","53","1","46",".285",".345",".388",".733","0","0","0","0","0","0","0","0","0","0","0","0",1968
"24","Ron Santo","CHC","2.0","0.0","1%","6.4","162","577","86","142","26","98","3","96",".246",".354",".421",".775","0","0","0","0","0","0","0","0","0","0","0","0",1968
"25","Clay Carroll","TOT","1.0","0.0","0%","2.4","68","29","2","6","0","2","0","1",".207",".233",".207",".440","7","8","2.69","1.153","68","1","17","144.0","128","4","38","71",1968
"25","Tommy Helms","CIN","1.0","0.0","0%","1.8","127","507","35","146","2","47","5","12",".288",".305",".363",".668","0","0","0","0","0","0","0","0","0","0","0","0",1968
"1","Willie McCovey","SFG","265.0","11.0","79%","8.1","149","491","101","157","45","126","0","121",".320",".453",".656","1.108","0","0","0","0","0","0","0","0","0","0","0","0",1969
"2","Tom Seaver","NYM","243.0","11.0","72%","7.2","39","91","7","11","0","6","1","7",".121",".200",".154",".354","25","7","2.21","1.039","36","35","0","273.1","202","24","82","208",1969
"3","Henry Aaron","ATL","188.0","2.0","56%","8.1","147","547","100","164","44","97","9","87",".300",".396",".607","1.003","0","0","0","0","0","0","0","0","0","0","0","0",1969
"4","Pete Rose","CIN","127.0","0.0","38%","6.6","156","627","120","218","16","82","7","88",".348",".428",".512",".940","0","0","0","0","0","0","0","0","0","0","0","0",1969
"5","Ron Santo","CHC","124.0","0.0","37%","5.5","160","575","97","166","29","123","1","96",".289",".384",".485",".869","0","0","0","0","0","0","0","0","0","0","0","0",1969
"6","Tommie Agee","NYM","89.0","0.0","26%","5.2","149","565","97","153","26","76","12","59",".271",".342",".464",".806","0","0","0","0","0","0","0","0","0","0","0","0",1969
"7","Cleon Jones","NYM","82.0","0.0","24%","7.0","137","483","92","164","12","75","16","64",".340",".422",".482",".904","0","0","0","0","0","0","0","0","0","0","0","0",1969
"8","Roberto Clemente","PIT","51.0","0.0","15%","7.5","138","507","87","175","19","91","4","56",".345",".411",".544",".955","0","0","0","0","0","0","0","0","0","0","0","0",1969
"9","Phil Niekro","ATL","47.0","0.0","14%","6.3","40","95","11","20","0","7","0","2",".211",".227",".253",".479","23","13","2.56","1.027","40","35","1","284.1","235","21","57","193",1969
"10","Tony Perez","CIN","28.0","0.0","8%","6.0","160","629","103","185","37","122","4","63",".294",".357",".526",".883","0","0","0","0","0","0","0","0","0","0","0","0",1969
"11","Maury Wills","TOT","17.0","0.0","5%","3.9","151","623","80","171","4","47","40","59",".274",".337",".335",".673","0","0","0","0","0","0","0","0","0","0","0","0",1969
"12","Ernie Banks","CHC","15.0","0.0","4%","-0.7","155","565","60","143","23","106","0","42",".253",".309",".416",".725","0","0","0","0","0","0","0","0","0","0","0","0",1969
"13","Johnny Bench","CIN","12.0","0.0","4%","6.2","148","532","83","156","26","90","6","49",".293",".353",".487",".840","0","0","0","0","0","0","0","0","0","0","0","0",1969
"13","Rico Carty","ATL","12.0","0.0","4%","3.1","104","304","47","104","16","58","0","32",".342",".401",".549",".951","0","0","0","0","0","0","0","0","0","0","0","0",1969
"15","Tony Gonzalez","TOT","8.0","0.0","2%","4.4","142","502","68","135","12","58","4","46",".269",".338",".386",".724","0","0","0","0","0","0","0","0","0","0","0","0",1969
"15","Wayne Granger","CIN","8.0","0.0","2%","1.2","90","21","0","2","0","0","0","3",".095",".208",".095",".304","9","6","2.80","1.265","90","0","27","144.2","143","10","40","68",1969
"15","Ron Hunt","SFG","8.0","0.0","2%","4.1","128","478","72","125","3","41","9","51",".262",".361",".341",".702","0","0","0","0","0","0","0","0","0","0","0","0",1969
"15","Don Kessinger","CHC","8.0","0.0","2%","4.0","158","664","109","181","4","53","11","61",".273",".332",".366",".698","0","0","0","0","0","0","0","0","0","0","0","0",1969
"15","Denis Menke","HOU","8.0","0.0","2%","2.5","154","553","72","149","10","90","2","87",".269",".369",".387",".756","0","0","0","0","0","0","0","0","0","0","0","0",1969
"15","Jim Wynn","HOU","8.0","0.0","2%","7.1","149","495","113","133","33","87","23","148",".269",".436",".507",".943","0","0","0","0","0","0","0","0","0","0","0","0",1969
"21","Willie Davis","LAD","7.0","0.0","2%","4.7","129","498","66","155","11","59","24","33",".311",".356",".456",".811","0","0","0","0","0","0","0","0","0","0","0","0",1969
"21","Willie Stargell","PIT","7.0","0.0","2%","5.2","145","522","89","160","29","92","1","61",".307",".382",".556",".938","0","0","0","0","0","0","0","0","0","0","0","0",1969
"23","Matty Alou","PIT","6.0","0.0","2%","4.6","162","698","105","231","1","48","22","42",".331",".369",".411",".780","0","0","0","0","0","0","0","0","0","0","0","0",1969
"23","Larry Dierker","HOU","6.0","0.0","2%","8.4","39","118","7","17","1","7","0","2",".144",".158",".186",".345","20","13","2.33","1.022","39","37","0","305.1","240","18","72","232",1969
"23","Jerry Koosman","NYM","6.0","0.0","2%","4.9","32","84","1","4","0","1","0","1",".048",".059",".048",".106","17","9","2.28","1.058","32","32","0","241.0","187","14","68","180",1969
"23","Juan Marichal","SFG","6.0","0.0","2%","7.6","38","109","3","15","0","3","0","4",".138",".167",".165",".332","21","11","2.10","0.994","37","36","0","299.2","244","15","54","205",1969
"23","Joe Torre","STL","6.0","0.0","2%","3.0","159","602","72","174","18","101","0","66",".289",".361",".447",".808","0","0","0","0","0","0","0","0","0","0","0","0",1969
"23","Billy Williams","CHC","6.0","0.0","2%","2.8","163","642","103","188","21","95","3","59",".293",".355",".474",".828","0","0","0","0","0","0","0","0","0","0","0","0",1969
"29","Tom Haller","LAD","3.0","0.0","1%","2.1","134","445","46","117","6","39","0","48",".263",".337",".357",".694","0","0","0","0","0","0","0","0","0","0","0","0",1969
"30","Bobby Bonds","SFG","2.0","0.0","1%","6.3","158","622","120","161","32","90","45","81",".259",".351",".473",".824","0","0","0","0","0","0","0","0","0","0","0","0",1969
"30","Bob Gibson","STL","2.0","0.0","1%","11.3","37","118","11","29","1","8","5","3",".246",".262",".322",".584","20","13","2.18","1.102","35","35","0","314.0","251","12","95","269",1969
"30","Randy Hundley","CHC","2.0","0.0","1%","3.7","151","522","67","133","18","64","2","61",".255",".334",".391",".725","0","0","0","0","0","0","0","0","0","0","0","0",1969
"30","Lee May","CIN","2.0","0.0","1%","3.8","158","607","85","169","38","110","5","45",".278",".331",".529",".860","0","0","0","0","0","0","0","0","0","0","0","0",1969
"30","Wes Parker","LAD","2.0","0.0","1%","3.7","132","471","76","131","13","68","4","56",".278",".353",".427",".780","0","0","0","0","0","0","0","0","0","0","0","0",1969
"30","Ted Sizemore","LAD","2.0","0.0","1%","4.2","159","590","69","160","4","46","5","45",".271",".328",".342",".670","0","0","0","0","0","0","0","0","0","0","0","0",1969
"36","Orlando Cepeda","ATL","1.0","0.0","0%","3.3","154","573","74","147","22","88","12","55",".257",".325",".428",".753","0","0","0","0","0","0","0","0","0","0","0","0",1969
"36","Johnny Edwards","HOU","1.0","0.0","0%","1.5","151","496","52","115","6","50","2","53",".232",".306",".333",".639","0","0","0","0","0","0","0","0","0","0","0","0",1969
"36","Rusty Staub","MON","1.0","0.0","0%","6.2","158","549","89","166","29","79","3","110",".302",".426",".526",".952","0","0","0","0","0","0","0","0","0","0","0","0",1969
"1","Johnny Bench","CIN","326.0","22.0","97%","7.4","158","605","97","177","45","148","5","54",".293",".345",".587",".932","0","0","0","0","0","0","0","0","0","0","0","0",1970
"2","Billy Williams","CHC","218.0","2.0","65%","6.6","161","636","137","205","42","129","7","72",".322",".391",".586",".977","0","0","0","0","0","0","0","0","0","0","0","0",1970
"3","Tony Perez","CIN","149.0","0.0","44%","7.2","158","587","107","186","40","129","8","83",".317",".401",".589",".990","0","0","0","0","0","0","0","0","0","0","0","0",1970
"4","Bob Gibson","STL","110.0","0.0","33%","10.1","40","109","14","33","2","19","0","8",".303",".347",".404",".751","23","7","3.12","1.190","34","34","0","294.0","262","13","88","274",1970
"5","Wes Parker","LAD","91.0","0.0","27%","5.2","161","614","84","196","10","111","8","79",".319",".392",".458",".850","0","0","0","0","0","0","0","0","0","0","0","0",1970
"6","Dave Giusti","PIT","72.0","0.0","21%","1.9","66","16","1","3","0","3","0","3",".188",".316",".313",".628","9","3","3.06","1.330","66","1","26","103.0","98","7","39","85",1970
"7","Pete Rose","CIN","54.0","0.0","16%","4.8","159","649","120","205","15","52","12","73",".316",".385",".470",".855","0","0","0","0","0","0","0","0","0","0","0","0",1970
"8","Jim Hickman","CHC","52.0","0.0","15%","5.0","149","514","102","162","32","115","0","93",".315",".419",".582","1.001","0","0","0","0","0","0","0","0","0","0","0","0",1970
"9","Willie McCovey","SFG","47.0","0.0","14%","6.6","152","495","98","143","39","126","0","137",".289",".444",".612","1.056","0","0","0","0","0","0","0","0","0","0","0","0",1970
"10","Rico Carty","ATL","43.0","0.0","13%","5.8","136","478","84","175","25","101","1","77",".366",".454",".584","1.037","0","0","0","0","0","0","0","0","0","0","0","0",1970
"11","Manny Sanguillen","PIT","36.0","0.0","11%","4.1","128","486","63","158","7","61","2","17",".325",".344",".444",".788","0","0","0","0","0","0","0","0","0","0","0","0",1970
"12","Roberto Clemente","PIT","33.0","0.0","10%","5.5","108","412","65","145","14","60","3","38",".352",".407",".556",".963","0","0","0","0","0","0","0","0","0","0","0","0",1970
"13","Donn Clendenon","NYM","26.0","0.0","8%","3.0","121","396","65","114","22","97","4","39",".288",".348",".515",".863","0","0","0","0","0","0","0","0","0","0","0","0",1970
"14","Gaylord Perry","SFG","24.0","0.0","7%","7.2","41","120","7","14","1","7","0","0",".117",".123",".167",".290","23","13","3.20","1.144","41","41","0","328.2","292","27","84","214",1970
"15","Willie Stargell","PIT","20.0","0.0","6%","2.6","136","474","70","125","31","85","0","44",".264",".329",".511",".839","0","0","0","0","0","0","0","0","0","0","0","0",1970
"16","Bobby Tolan","CIN","17.0","0.0","5%","5.4","152","589","112","186","16","80","57","62",".316",".384",".475",".860","0","0","0","0","0","0","0","0","0","0","0","0",1970
"17","Henry Aaron","ATL","16.0","0.0","5%","5.0","150","516","103","154","38","118","9","74",".298",".385",".574",".958","0","0","0","0","0","0","0","0","0","0","0","0",1970
"18","Joe Torre","STL","15.0","0.0","4%","5.6","161","624","89","203","21","100","2","70",".325",".398",".498",".896","0","0","0","0","0","0","0","0","0","0","0","0",1970
"19","Tommie Agee","NYM","13.0","0.0","4%","5.4","153","636","107","182","24","75","31","55",".286",".344",".469",".812","0","0","0","0","0","0","0","0","0","0","0","0",1970
"20","Bud Harrelson","NYM","10.0","0.0","3%","2.6","157","564","72","137","1","42","23","95",".243",".351",".309",".659","0","0","0","0","0","0","0","0","0","0","0","0",1970
"21","Fergie Jenkins","CHC","8.0","0.0","2%","6.9","40","113","4","14","3","11","0","1",".124",".129",".221",".351","22","16","3.39","1.038","40","39","0","313.0","265","30","60","274",1970
"21","Jim Merritt","CIN","8.0","0.0","2%","2.2","35","83","7","14","3","6","0","4",".169",".207",".277",".484","20","12","4.08","1.286","35","35","0","234.0","248","21","53","136",1970
"23","Don Kessinger","CHC","6.0","0.0","2%","1.3","154","631","100","168","1","39","12","66",".266",".337",".349",".685","0","0","0","0","0","0","0","0","0","0","0","0",1970
"24","Cito Gaston","SDP","5.0","0.0","1%","5.1","146","584","92","186","29","93","4","41",".318",".364",".543",".907","0","0","0","0","0","0","0","0","0","0","0","0",1970
"25","Deron Johnson","PHI","4.0","0.0","1%","1.4","159","574","66","147","27","93","0","72",".256",".338",".456",".794","0","0","0","0","0","0","0","0","0","0","0","0",1970
"25","Luke Walker","PIT","4.0","0.0","1%","2.9","42","46","0","6","0","5","0","3",".130",".184",".130",".314","15","6","3.04","1.337","42","19","3","163.0","129","6","89","124",1970
"27","Carl Morton","MON","3.0","0.0","1%","4.2","43","93","6","15","2","7","0","6",".161",".208",".247",".455","18","11","3.60","1.426","43","37","0","284.2","281","27","125","154",1970
"27","Bob Robertson","PIT","3.0","0.0","1%","4.2","117","390","69","112","27","82","4","51",".287",".367",".564",".931","0","0","0","0","0","0","0","0","0","0","0","0",1970
"29","Tom Seaver","NYM","2.0","0.0","1%","6.4","42","95","9","17","1","10","0","10",".179",".257",".242",".499","18","12","2.82","1.077","37","36","0","290.2","230","21","83","283",1970
"30","Wayne Granger","CIN","1.0","0.0","0%","1.7","67","10","0","1","0","0","0","0",".100",".100",".100",".200","6","5","2.66","1.252","67","0","35","84.2","79","5","27","38",1970
"1","Joe Torre","STL","318.0","21.0","95%","5.9","161","634","97","230","24","137","4","63",".363",".421",".555",".976","0","0","0","0","0","0","0","0","0","0","0","0",1971
"2","Willie Stargell","PIT","222.0","3.0","66%","7.9","141","511","104","151","48","125","0","83",".295",".398",".628","1.026","0","0","0","0","0","0","0","0","0","0","0","0",1971
"3","Henry Aaron","ATL","180.0","0.0","54%","7.2","139","495","95","162","47","118","1","71",".327",".410",".669","1.079","0","0","0","0","0","0","0","0","0","0","0","0",1971
"4","Bobby Bonds","SFG","139.0","0.0","41%","6.7","155","619","110","178","33","102","26","62",".288",".355",".512",".867","0","0","0","0","0","0","0","0","0","0","0","0",1971
"5","Roberto Clemente","PIT","87.0","0.0","26%","7.3","132","522","82","178","13","86","1","26",".341",".370",".502",".871","0","0","0","0","0","0","0","0","0","0","0","0",1971
"6","Maury Wills","LAD","74.0","0.0","22%","2.5","149","601","73","169","3","44","15","40",".281",".323",".329",".652","0","0","0","0","0","0","0","0","0","0","0","0",1971
"7","Fergie Jenkins","CHC","71.0","0.0","21%","11.8","39","115","13","28","6","20","0","7",".243",".282",".478",".761","24","13","2.77","1.049","39","39","0","325.0","304","29","37","263",1971
"8","Manny Sanguillen","PIT","49.0","0.0","15%","5.0","138","533","60","170","7","81","6","19",".319",".345",".426",".771","0","0","0","0","0","0","0","0","0","0","0","0",1971
"9","Tom Seaver","NYM","46.0","0.0","14%","10.9","39","92","8","18","1","7","0","6",".196",".245",".261",".506","20","10","1.76","0.946","36","35","0","286.1","210","18","61","289",1971
"10","Al Downing","LAD","36.0","0.0","11%","3.8","37","92","4","16","0","10","0","6",".174",".224",".196",".420","20","9","2.68","1.254","37","36","0","262.1","245","16","84","136",1971
"11","Glenn Beckert","CHC","35.0","0.0","10%","3.3","131","530","80","181","2","42","3","24",".342",".367",".406",".773","0","0","0","0","0","0","0","0","0","0","0","0",1971
"12","Lee May","CIN","28.0","0.0","8%","5.4","147","553","85","154","39","98","3","42",".278",".332",".532",".864","0","0","0","0","0","0","0","0","0","0","0","0",1971
"13","Lou Brock","STL","20.0","0.0","6%","3.6","157","640","126","200","7","61","64","76",".313",".385",".425",".810","0","0","0","0","0","0","0","0","0","0","0","0",1971
"14","Dave Giusti","PIT","16.0","0.0","5%","0.9","58","17","1","1","0","2","0","1",".059",".111",".059",".170","5","6","2.93","1.279","58","0","30","86.0","79","5","31","55",1971
"15","Willie McCovey","SFG","15.0","0.0","4%","2.6","105","329","45","91","18","70","0","64",".277",".396",".480",".876","0","0","0","0","0","0","0","0","0","0","0","0",1971
"16","Willie Davis","LAD","13.0","0.0","4%","5.2","158","641","84","198","10","74","20","23",".309",".330",".438",".769","0","0","0","0","0","0","0","0","0","0","0","0",1971
"16","Ted Simmons","STL","13.0","0.0","4%","3.3","133","510","64","155","7","77","1","36",".304",".347",".424",".771","0","0","0","0","0","0","0","0","0","0","0","0",1971
"18","Jerry Johnson","SFG","12.0","0.0","4%","0.9","67","13","1","2","0","1","0","0",".154",".143",".231",".374","12","9","2.97","1.294","67","0","18","109.0","93","9","48","85",1971
"19","Willie Mays","SFG","11.0","0.0","3%","6.3","136","417","82","113","18","61","23","112",".271",".425",".482",".907","0","0","0","0","0","0","0","0","0","0","0","0",1971
"19","Rusty Staub","MON","11.0","0.0","3%","5.9","162","599","94","186","19","97","9","74",".311",".392",".482",".874","0","0","0","0","0","0","0","0","0","0","0","0",1971
"21","Billy Williams","CHC","10.0","0.0","3%","4.3","157","594","86","179","28","93","7","77",".301",".383",".505",".888","0","0","0","0","0","0","0","0","0","0","0","0",1971
"22","Bud Harrelson","NYM","4.0","0.0","1%","4.6","142","547","55","138","0","32","28","53",".252",".319",".303",".622","0","0","0","0","0","0","0","0","0","0","0","0",1971
"23","Bob Gibson","STL","3.0","0.0","1%","5.1","31","87","5","15","2","10","1","3",".172",".204",".264",".469","16","13","3.04","1.185","31","31","0","245.2","215","14","76","185",1971
"24","Ralph Garr","ATL","1.0","0.0","0%","5.2","154","639","101","219","9","44","30","30",".343",".372",".441",".813","0","0","0","0","0","0","0","0","0","0","0","0",1971
"24","Dave Roberts","SDP","1.0","0.0","0%","7.8","38","86","2","19","0","2","0","0",".221",".221",".244",".465","14","17","2.10","1.109","37","34","0","269.2","238","9","61","135",1971
"24","Pete Rose","CIN","1.0","0.0","0%","5.1","160","632","86","192","13","44","13","68",".304",".373",".421",".793","0","0","0","0","0","0","0","0","0","0","0","0",1971
"1","Johnny Bench","CIN","263.0","11.0","78%","8.6","147","538","87","145","40","125","6","100",".270",".379",".541",".920","0","0","0","0","0","0","0","0","0","0","0","0",1972
"2","Billy Williams","CHC","211.0","5.0","63%","6.2","150","574","95","191","37","122","3","62",".333",".398",".606","1.005","0","0","0","0","0","0","0","0","0","0","0","0",1972
"3","Willie Stargell","PIT","201.0","2.0","60%","3.9","138","495","74","145","33","112","1","65",".293",".373",".558",".930","0","0","0","0","0","0","0","0","0","0","0","0",1972
"4","Joe Morgan","CIN","197.0","5.0","59%","9.3","149","552","122","161","16","73","58","115",".292",".417",".435",".851","0","0","0","0","0","0","0","0","0","0","0","0",1972
"5","Steve Carlton","PHI","124.0","1.0","37%","12.5","41","117","6","23","1","8","0","5",".197",".236",".265",".501","27","10","1.97","0.993","41","41","0","346.1","257","17","87","310",1972
"6","Cesar Cedeno","HOU","112.0","0.0","33%","8.0","139","559","103","179","22","82","55","56",".320",".385",".537",".921","0","0","0","0","0","0","0","0","0","0","0","0",1972
"7","Al Oliver","PIT","52.0","0.0","15%","3.2","140","565","88","176","12","89","2","34",".312",".352",".437",".789","0","0","0","0","0","0","0","0","0","0","0","0",1972
"8","Nate Colbert","SDP","45.0","0.0","13%","5.4","151","563","87","141","38","111","15","70",".250",".333",".508",".841","0","0","0","0","0","0","0","0","0","0","0","0",1972
