"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
"642","Magneuris Sierra*","26","LAA","44","93","-9","1","0","2","0","-6","-0.7","3","-3","-0.3",".485",".496","-0.5","0.2","-5","$100,000","Free Agency","87/H9"
"643","Andrelton Simmons","32","CHC","34","85","-8","1","-1","3","1","-3","-0.3","3","0","-0.1",".490",".498","-0.4","0.5","-3","$4,000,000","Free Agency","46/DH1"
"644","Jose Siri","26","2TM","91","286","-8","4","1","6","2","5","0.5","10","14","1.4",".505",".502","0.8","0.8","8","","Free Agency","8/H97D"
"645","Austin Slater","29","SFG","111","291","9","1","0","-9","1","2","0.2","10","12","1.1",".502",".501","2.1","-0.9","21","$1,850,000","Amateur Draft","*8H79/D"
"646","Dominic Smith*","27","NYM","58","152","-6","0","1","1","-3","-7","-0.8","5","-2","-0.3",".487",".495","-0.4","-0.2","-3","$3,950,000","Amateur Draft","3DH"
"647","Josh Smith*","24","TEX","58","203","-8","1","0","5","0","-3","-0.3","7","4","0.4",".495",".498","-0.1","0.5","-1","","Traded","57H/D46"
"648","Kevin Smith","25","OAK","47","151","-8","1","-1","5","2","-1","-0.2","5","4","0.3",".497",".499","-0.2","0.7","-1","","Traded","56/H"
"649","Pavin Smith*","26","ARI","65","241","-5","1","1","2","-3","-4","-0.4","8","4","0.4",".494",".498","0.2","-0.1","2","","Amateur Draft","9D/3H"
"650","Will Smith","27","LAD","126","531","13","-3","-1","2","6","17","1.8","18","35","3.5",".514",".511","3.3","0.9","33","","Amateur Draft","*2D/H"
"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
"651","Canaan Smith-Njigba*","23","PIT","3","7","0","0","0","-1","0","-1","-0.1","0","-1","-0.1",".469",".499","0.0","-0.1","0","","Traded","/7H"
"652","Blake Snell*","29","SDP","0","0","0","0","0","0","0","0","","0","0","","","","","","0","","Traded","1"
"653","Collin Snider","26","KCR","2","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","","Amateur Draft","1"
"654","Nick Solak","27","TEX","35","95","1","-1","0","-3","-2","-4","-0.5","3","-1","-0.2",".487",".497","0.2","-0.5","2","","Traded","7D/H4"
"655","Donovan Solano","34","CIN","71","272","0","-1","0","3","-2","-1","-0.1","9","8","0.8",".499",".499","0.5","0.1","5","$4,500,000","Free Agency","D35/H4"
"656","Jorge Soler","30","MIA","72","306","-1","-1","0","-1","-3","-6","-0.6","10","4","0.4",".491",".496","0.5","-0.4","5","$12,000,000","Free Agency","7D/H"
"657","Edmundo Sosa","26","2TM","78","190","-3","2","-1","6","2","7","0.8","7","14","1.4",".510",".502","0.7","0.9","8","","Traded","65H/D74"
"658","Lenyn Sosa","22","CHW","11","36","-4","0","0","-2","0","-5","-0.6","1","-4","-0.5",".446",".496","-0.3","-0.2","-2","","Free Agency","/46DH"
"659","Juan Soto*","23","2TM","140","607","38","-1","1","-3","-4","31","3.2","20","51","5.1",".522",".512","5.4","-0.7","54","$17,100,000","Traded","*9/DH"
"660","Livan Soto*","22","LAA","4","12","0","0","0","0","0","0","0.0","0","1","0.1",".506",".500","0.1","0.0","1","","Free Agency","/6H"
"661","Steven Souza Jr.","33","SEA","6","19","-2","0","0","0","0","-3","-0.4","1","-3","-0.3",".440",".498","-0.3","0.0","-3","","Free Agency","/9D"
"662","Cory Spangenberg*","31","STL","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","","Free Agency","/5"
"663","George Springer","32","TOR","121","531","16","5","1","-1","-2","20","2.1","17","37","3.7",".517",".513","3.9","-0.4","38","$29,666,666","Free Agency","8D9/H"
"664","Jacob Stallings","32","MIA","108","360","-14","-2","-2","-5","7","-16","-1.6","12","-4","-0.5",".485",".490","0.0","0.2","1","$2,450,000","Traded","*2/HD"
"665","Giancarlo Stanton","32","NYY","100","411","4","-1","-1","-4","-6","-8","-0.9","14","6","0.5",".492",".495","1.0","-1.1","10","$29,000,000","Traded","D9/H7"
"666","Max Stassi","31","LAA","96","356","-17","-2","-1","-3","6","-17","-1.8","12","-4","-0.6",".481",".489","-0.3","0.3","-1","$3,000,000","Traded","2/HD"
"667","Josh Staumont","28","KCR","2","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","","Amateur Draft","1"
"668","Drew Steckenrider","31","SEA","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","$3,100,000","Free Agency","1"
"669","Spencer Steer","24","CIN","17","64","-2","0","0","1","0","-1","-0.1","2","2","0.1",".496",".500","0.0","0.1","0","","Traded","/53D4H"
"670","Michael Stefanic","26","LAA","20","57","-4","0","0","3","0","-1","-0.1","2","1","0.1",".493",".499","-0.3","0.4","-2","","Free Agency","4/H"
"671","Jackson Stephens","28","ATL","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","","Free Agency","1"
"672","Tyler Stephenson","25","CIN","50","183","7","0","0","-1","3","8","0.9","6","15","1.5",".517",".505","1.6","0.2","16","","Amateur Draft","2/DH3"
"673","Cal Stevenson*","25","OAK","23","71","-5","0","0","-1","0","-5","-0.6","2","-3","-0.3",".476",".497","-0.2","-0.1","-2","","Traded","8/H97"
"674","DJ Stewart*","28","BAL","3","3","-1","0","0","0","0","-1","-0.1","0","-1","",".473",".499","","0.0","-1","","Amateur Draft","/H"
"675","Trevor Story","29","BOS","94","396","1","2","-1","5","3","11","1.1","14","24","2.5",".512",".507","2.0","0.8","19","$20,000,000","Free Agency","4/H"
"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
"676","Bryson Stott*","24","PHI","113","416","-8","0","2","-1","6","0","0.0","14","14","1.4",".500",".500","1.4","0.5","15","","Amateur Draft","64/H5"
"677","Kyle Stowers*","24","BAL","21","58","-2","0","0","-2","-1","-5","-0.5","2","-3","-0.3",".475",".497","-0.1","-0.3","-1","","Amateur Draft","7/9HD"
"678","Dee Strange-Gordon*","34","WSN","22","59","-1","0","0","-4","1","-4","-0.4","2","-2","-0.3",".480",".497","0.1","-0.3","2","","Free Agency","6/87HD1"
"679","Myles Straw","27","CLE","140","552","-21","3","4","14","4","4","0.4","19","23","2.3",".503",".503","0.8","1.9","9","$1,650,000","Traded","*8/H"
"680","Garrett Stubbs*","29","PHI","41","107","6","1","0","0","2","8","0.9","4","12","1.2",".521",".505","1.2","0.2","12","","Traded","2/HD17"
"681","Eugenio Suarez","30","SEA","142","594","22","-1","-2","3","2","24","2.6","20","45","4.6",".518",".516","4.3","0.5","42","","Traded","*5D/H"
"682","Cole Sulser","32","MIA","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","","Traded","1"
"683","Jack Suwinski*","23","PIT","92","320","-5","0","0","7","-2","-1","0.0","11","10","1.0",".499",".500","0.2","0.5","3","","Traded","798/HD"
"684","Kurt Suzuki","38","LAA","48","152","-7","-1","0","-2","3","-7","-0.8","5","-2","-0.3",".484",".495","0.0","0.1","0","$1,750,000","Free Agency","2/HD3"
"685","Seiya Suzuki","27","CHC","104","417","11","-1","0","-5","-3","3","0.3","14","17","1.7",".503",".502","2.2","-0.8","22","$8,000,000","Free Agency","*9/HD"
"686","Travis Swaggerty*","24","PIT","5","9","-2","0","0","0","0","-2","-0.2","0","-2","-0.2",".459",".499","-0.2","0.0","-2","","Amateur Draft","/7H8D"
"687","Dansby Swanson","28","ATL","148","636","10","2","0","5","9","27","2.9","21","48","4.9",".519",".517","4.3","1.5","43","$10,000,000","Traded","*6"
"688","Raimel Tapia*","28","TOR","115","385","-8","3","-1","-7","-2","-16","-1.7","13","-3","-0.4",".485",".490","0.4","-1.0","5","$3,950,000","Traded","*789H/D"
"689","Dillon Tate","28","BAL","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","","Traded","1"
"690","Leody Taveras#","23","TEX","85","299","-2","-1","1","-3","2","-3","-0.4","10","7","0.6",".496",".498","1.0","-0.1","10","","Amateur Free Agent","8/HD"
"691","Chris Taylor","31","LAD","111","426","-6","1","0","-1","-2","-8","-0.8","15","7","0.6",".493",".495","0.7","-0.3","8","$15,000,000","Free Agency","7489/HD56"
"692","Michael A. Taylor","31","KCR","115","424","-2","-1","0","17","3","17","1.9","14","32","3.3",".516",".512","1.4","2.2","15","$4,500,000","Free Agency","*8/HD1"
"693","Tyrone Taylor","28","MIL","108","368","0","0","0","5","1","6","0.7","13","18","1.9",".506",".504","1.3","0.6","13","","Amateur Draft","*897/HD"
"694","Rowdy Tellez*","27","MIL","140","553","9","-4","-3","-6","-7","-11","-1.1","19","8","0.7",".492",".493","1.3","-1.3","14","$1,940,000","Traded","*3H/D"
"695","Matt Thaiss*","27","LAA","19","51","-1","0","0","0","1","-1","-0.1","2","1","0.1",".496",".500","0.1","0.1","1","","Amateur Draft","2/H35"
"696","Caleb Thielbar","35","MIN","2","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","$1,300,000","Free Agency","1"
"697","Alek Thomas*","22","ARI","109","401","-10","2","1","7","3","3","0.3","14","16","1.6",".503",".502","0.8","1.1","9","","Amateur Draft","*8/H"
"698","Cody Thomas*","27","OAK","10","32","-1","0","0","-2","0","-3","-0.3","1","-2","-0.2",".466",".498","0.0","-0.2","0","","Traded","7"
"699","Dillon Thomas*","29","LAA","8","14","-1","0","0","1","0","-1","-0.1","0","0","0.0",".493",".500","-0.1","0.1","-1","","Waivers","/79H"
"700","Lane Thomas","26","WSN","132","489","6","-1","0","-2","-2","0","0.1","17","17","1.7",".500",".500","1.8","-0.4","19","","Traded","*789H/D"
"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
"701","Bubba Thompson","24","TEX","41","138","-2","2","1","-1","-1","-2","-0.2","5","3","0.3",".496",".499","0.4","-0.2","4","","Amateur Draft","7/89H"
"702","Trayce Thompson","31","2TM","70","220","7","0","0","5","-2","10","1.1","8","18","1.8",".515",".507","1.3","0.4","13","","Purchased","798H/D"
"703","Michael Toglia#","23","COL","18","71","1","0","0","0","-1","1","0.1","2","3","0.3",".503",".500","0.3","-0.1","3","","Amateur Draft","9/3"
"704","Ka'ai Tom*","28","SFG","1","1","0","0","0","0","0","0","0.0","0","0","0.0",".471",".500","0.0","0.0","0","","Free Agency","/H9"
"705","Spencer Torkelson","22","DET","98","360","-8","-1","-2","-4","-5","-20","-2.2","12","-8","-1.0",".478",".487","-0.5","-1.0","-4","","Amateur Draft","3/H"
"706","Abraham Toro#","25","SEA","96","322","-16","-1","0","1","0","-16","-1.8","11","-5","-0.7",".482",".489","-0.8","0.1","-6","","Traded","45DH/39"
"707","Luis Torrens","26","SEA","45","141","-8","0","-1","-3","2","-10","-1.1","5","-5","-0.7",".476",".493","-0.3","-0.1","-2","","Traded","2/DH41"
"708","Gleyber Torres","25","NYY","131","533","4","0","-1","7","4","14","1.4","18","32","3.2",".511",".509","2.5","1.1","25","$6,250,000","Traded","*4/DH6"
"709","Taylor Trammell*","24","SEA","41","111","1","0","0","2","-1","1","0.1","4","5","0.5",".503",".501","0.3","0.1","3","","Traded","9/8HD7"
"710","Alan Trejo","26","COL","25","87","2","0","0","-2","1","0","0.0","3","3","0.3",".499",".500","0.5","-0.1","5","","Amateur Draft","6/45H"
"711","Jose Trevino","29","NYY","105","321","-3","-1","1","7","6","10","1.1","11","21","2.2",".511",".507","1.5","1.4","14","","Traded","*2/H"
"712","Chadwick Tromp","27","ATL","1","4","2","0","0","0","0","2","0.2","0","2","0.2",".660",".501","0.2","0.0","2","","Waivers","/2"
"713","Mike Trout","30","LAA","106","441","34","-2","0","1","3","36","3.8","15","51","5.3",".536",".523","5.2","0.3","50","$37,116,666","Amateur Draft","*8/DH"
"714","Yoshi Tsutsugo*","30","PIT","50","193","-15","-1","1","-4","-3","-22","-2.3","7","-15","-1.7",".454",".486","-1.3","-0.7","-11","$4,000,000","Free Agency","3D/H"
"715","Cole Tucker#","25","PIT","18","63","-7","1","0","-4","0","-10","-1.1","2","-8","-0.9",".439",".493","-0.5","-0.4","-4","","Amateur Draft","9/46H"
"716","Kyle Tucker*","25","HOU","138","565","17","4","0","13","-5","30","3.2","19","50","5.1",".524",".520","3.8","0.9","37","","Amateur Draft","*9/DH"
"717","Justin Turner","37","LAD","120","502","12","-2","-2","0","-3","5","0.6","17","22","2.2",".504",".503","2.2","-0.3","22","$20,000,000","Free Agency","5D/H"
"718","Trea Turner","29","LAD","146","651","16","2","1","0","9","28","3.0","21","49","4.9",".520",".518","4.9","1.0","49","$21,000,000","Traded","*6"
"719","Justin Upton","34","SEA","17","57","-3","-1","0","0","-1","-5","-0.5","2","-3","-0.3",".469",".497","-0.3","-0.1","-3","","Free Agency","D/97H"
"720","Luis Urias","25","MIL","109","436","5","0","0","1","4","10","1.1","15","25","2.5",".510",".506","2.4","0.6","24","$2,550,000","Traded","546/H"
"721","Ramon Urias","28","BAL","115","434","-2","1","0","14","3","16","1.7","15","31","3.2",".515",".511","1.7","1.9","17","","Waivers","54/6HD"
"722","Gio Urshela","30","MIN","130","495","5","-2","-2","3","3","7","0.7","17","24","2.4",".506",".505","2.1","0.6","21","$6,550,000","Traded","*5/DH6"
"723","Josh VanMeter*","27","PIT","67","192","-11","1","0","-2","0","-11","-1.2","7","-5","-0.6",".482",".493","-0.4","-0.2","-3","","Traded","43H/15D29"
"724","Ildemaro Vargas#","30","2TM","50","175","3","0","0","2","2","7","0.8","6","13","1.3",".515",".504","1.1","0.4","11","$100,000","Waivers","56/4H"
"725","Miguel Vargas","22","LAD","9","30","-3","0","0","0","-1","-3","-0.4","1","-2","-0.3",".461",".498","-0.3","-0.1","-2","","Free Agency","/3D7"
"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
"726","Daulton Varsho*","25","ARI","138","542","10","2","0","18","0","30","3.2","19","48","5.0",".523",".519","3.0","1.9","30","","Amateur Draft","*982D/H"
"727","Andrew Vaughn","24","CHW","123","514","13","-2","0","-17","-6","-12","-1.3","18","6","0.4",".490",".492","2.3","-2.5","22","","Amateur Draft","97D3/H4"
"728","Terrin Vavra*","25","BAL","29","69","-1","0","0","1","-1","-1","-0.1","2","2","0.1",".497",".499","0.0","0.0","1","","Traded","/4DH79"
"729","Christian Vazquez","31","2TM","110","402","-2","-4","-1","5","7","4","0.4","14","17","1.7",".504",".504","1.2","1.2","12","$7,000,000","Amateur Draft","*2/3H4"
"730","Andrew Velazquez#","27","LAA","125","349","-19","3","1","12","6","3","0.3","12","15","1.5",".503",".502","0.2","1.9","3","","Waivers","*6/H"
"731","Nelson VelÃ¡zquez","23","CHC","68","184","-6","1","0","-9","-1","-15","-1.6","6","-9","-1.0",".477",".490","0.0","-1.0","0","","Amateur Draft","8H97/D"
"732","Alex Verdugo*","26","BOS","139","589","1","-2","2","-3","-5","-7","-0.8","20","13","1.2",".495",".495","1.6","-0.9","16","$3,550,000","Traded","*79/DH"
"733","Mark Vientos","22","NYM","7","19","-4","0","0","0","-1","-4","-0.5","1","-4","-0.4",".434",".497","-0.4","-0.1","-4","","Amateur Draft","/DH"
"734","Matt Vierling","25","PHI","105","320","-11","-1","0","-5","-1","-18","-1.9","11","-7","-0.8",".482",".488","-0.3","-0.6","-2","","Amateur Draft","897H/543D"
"735","David Villar","25","SFG","41","139","4","1","0","0","0","4","0.4","5","9","0.9",".510",".503","0.9","0.0","9","","Amateur Draft","5/34DH"
"736","Jonathan Villar#","31","2TM","59","220","-10","2","1","-12","2","-18","-1.9","8","-10","-1.1",".468",".493","0.1","-1.1","2","$4,500,000","Free Agency","45/H6D"
"737","Meibrys Viloria*","25","TEX","26","75","-4","0","0","2","1","0","0.0","3","3","0.2",".500",".500","0.0","0.3","0","","Free Agency","2/HD"
"738","Daniel Vogelbach*","29","2TM","122","437","11","-2","-2","0","-10","-3","-0.2","15","12","1.2",".498",".499","1.2","-1.0","12","$800,000","Traded","*DH/3"
"739","Stephen Vogt*","37","OAK","60","172","-7","0","0","-1","-2","-10","-1.1","6","-4","-0.5",".483",".494","-0.4","-0.3","-3","$850,000","Free Agency","DH23"
"740","Luke Voit","31","2TM","121","512","11","-4","0","0","-9","-2","-0.2","17","15","1.5",".498",".498","1.4","-0.9","15","$5,450,000","Traded","D3/H"
"741","Jason Vosler*","28","SFG","23","74","3","0","0","-6","1","-2","-0.2","3","0","0.0",".490",".499","0.6","-0.6","6","","Free Agency","5/H346"
"742","Joey Votto*","38","CIN","91","376","-4","-2","-1","-2","-5","-15","-1.5","13","-2","-0.3",".483",".490","-0.1","-0.7","0","$25,000,000","Amateur Draft","3D/H"
"743","LaMonte Wade Jr.*","28","SFG","67","217","-3","0","1","-2","-4","-8","-0.8","7","-1","-0.1",".487",".495","0.1","-0.6","1","","Traded","937DH/8"
"744","Tyler Wade*","27","LAA","67","163","-9","0","1","-3","2","-10","-1.1","6","-4","-0.5",".484",".494","-0.2","-0.2","-1","$825,000","Traded","465H/798D"
"745","Christian Walker","31","ARI","147","610","19","-1","-1","17","-8","26","2.8","21","47","4.8",".519",".517","3.0","1.1","30","$2,600,000","Waivers","*3D/H"
"746","Steele Walker*","25","TEX","5","16","-1","0","0","-1","0","-3","-0.3","1","-2","-0.2",".445",".498","-0.1","-0.1","-1","","Traded","/7H9"
"747","Chad Wallach","30","LAA","12","40","-3","0","0","-1","1","-4","-0.4","1","-2","-0.3",".469",".498","-0.1","0.0","-1","","Waivers","2"
"748","Matt Wallner*","24","MIN","5","20","0","0","0","0","0","0","0.0","1","1","0.1",".507",".500","0.1","0.0","1","","Amateur Draft","/9"
"749","Taylor Walls#","25","TBR","129","433","-19","2","1","17","6","7","0.8","15","22","2.2",".506",".505","0.4","2.5","5","","Amateur Draft","645/HD"
"750","Jared Walsh*","28","LAA","118","454","-12","-1","1","-2","-5","-20","-2.2","16","-5","-0.7",".481",".486","-0.4","-0.8","-3","","Amateur Draft","*3H/7"
"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
"751","Donovan Walton*","28","2TM","25","78","-7","0","0","3","1","-3","-0.4","3","-1","-0.1",".485",".498","-0.4","0.4","-4","","Amateur Draft","/5H"
"752","Taylor Ward","28","LAA","121","506","15","1","0","-3","-4","10","1.0","17","27","2.7",".509",".506","3.1","-0.8","30","","Amateur Draft","*9/8H5D7"
"753","Drew Waters#","23","KCR","21","68","-2","0","0","-1","0","-4","-0.4","2","-1","-0.2",".482",".498","-0.1","-0.2","0","","Traded","9/8HD7"
"754","Luke Weaver","28","ARI","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".488",".500","0.0","0.0","0","$2,875,000","Traded","1/DH"
"755","J.B. Wendelken","29","ARI","1","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","$835,000","Waivers","1"
"756","Joey Wendle*","32","MIA","95","348","-5","0","2","11","4","11","1.2","12","23","2.3",".512",".507","1.1","1.6","12","$4,550,000","Traded","546H/D"
"757","Eli White","28","TEX","47","117","-4","2","0","7","0","5","0.6","4","9","0.9",".512",".503","0.2","0.7","2","","Traded","87/HD9"
"758","Aaron Whitefield","25","LAA","5","11","-3","0","0","0","0","-3","-0.3","0","-3","-0.3",".432",".498","-0.3","0.0","-3","","","/987H"
"759","Luke Williams","25","2TM","77","135","-5","1","0","0","-1","-5","-0.6","5","-1","-0.1",".493",".497","-0.1","-0.1","-1","","","57H4/D3"
"760","Trevor Williams","30","NYM","2","0","0","0","0","0","0","0","0.0","0","0","0.0",".500",".500","0.0","0.0","0","$3,900,000","Traded","1"
"761","Marcus Wilson","25","SEA","3","6","0","0","0","0","0","0","0.0","0","0","0.0",".488",".500","0.0","0.0","0","","Waivers","/H98D"
"762","Jesse Winker*","28","SEA","128","521","4","-2","-1","-15","-5","-19","-2.1","18","-1","-0.3",".484",".487","1.4","-2.2","14","$6,250,000","Traded","*7D/H"
"763","Patrick Wisdom","30","CHC","122","489","0","1","0","-9","1","-8","-0.7","17","9","0.8",".493",".495","1.7","-0.8","18","","Free Agency","*53/H7D89"
"764","Bobby Witt","22","KCR","137","574","-1","3","1","-21","6","-11","-1.2","20","9","0.7",".491",".493","3.0","-1.6","30","","Amateur Draft","65/DH"
"765","Tony Wolters*","30","LAD","2","4","-1","0","0","0","0","-1","-0.1","0","-1","-0.1",".441",".499","-0.1","0.0","-1","","Free Agency","/42DH"
"766","Connor Wong","26","BOS","17","36","-1","1","0","-1","1","0","0.0","1","1","0.1",".497",".500","0.2","0.0","2","","Traded","2/H45"
"767","Kolten Wong*","31","MIL","121","456","6","0","1","-5","4","6","0.7","16","22","2.2",".505",".504","2.7","-0.1","27","$8,500,000","Free Agency","*4H/D6"
"768","Austin Wynns","31","SFG","57","157","-5","-1","-1","-1","3","-5","-0.5","5","0","0.0",".490",".497","0.1","0.2","1","","Traded","2/DH1"
"769","Mike Yastrzemski*","31","SFG","135","503","-7","1","1","4","-1","-3","-0.2","17","15","1.4",".498",".498","1.0","0.3","11","$3,700,000","Traded","*98H/D"
"770","Christian Yelich*","30","MIL","140","613","11","3","2","-2","-6","7","0.8","20","27","2.7",".505",".505","2.9","-0.8","29","$26,000,000","Traded","*7D/H"
"771","Juan Yepez","24","STL","63","229","5","-1","1","-3","-3","-3","-0.2","8","5","0.5",".496",".498","0.8","-0.7","8","","Traded","7D93/H"
"772","Jared Young*","26","CHC","4","14","0","0","0","0","0","-1","-0.1","0","0","0.0",".488",".500","0.0","0.0","0","","Amateur Draft","/D3H9"
"773","Seby Zavala","28","CHW","59","202","2","-2","0","0","3","4","0.4","7","11","1.1",".507",".503","1.1","0.4","11","","Amateur Draft","2/H3D"
"774","Bradley Zimmer*","29","2TM","98","104","-8","0","0","6","1","-1","-0.1","4","3","0.3",".499",".498","-0.4","0.7","-3","","Waivers","/8H"
"775","Mike Zunino","31","TBR","36","123","-8","-1","0","-4","2","-11","-1.2","4","-7","-0.8",".467",".493","-0.4","-0.2","-3","$7,000,000","Free Agency","2/H"
"Rk","Name","Age","Tm","G","PA","Rbat","Rbaser","Rdp","Rfield","Rpos","RAA","WAA","Rrep","RAR","WAR","waaWL%","162WL%","oWAR","dWAR","oRAR","Salary","Acquired","Pos Summary"
