"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"11","Red Lucas","CIN","10.0","","13%","5.8","80","150","14","47","0","28","0","12",".313",".368",".373",".741","18","11","3.38","1.127","37","23","2","239.2","231","6","39","51",1927
"12","Hack Wilson","CHC","9.0","0.0","11%","6.3","146","551","119","175","30","129","13","71",".318",".401",".579",".980","","","","","","","","","","","","",1927
"13","Jim Bottomley","STL","6.0","0.0","8%","4.4","152","574","95","174","19","124","8","74",".303",".387",".509",".896","","","","","","","","","","","","",1927
"13","Bubbles Hargrave","CIN","6.0","0.0","8%","1.5","102","305","36","94","0","35","0","31",".308",".376",".387",".763","","","","","","","","","","","","",1927
"13","Jakie May","CIN","6.0","0.0","8%","2.5","44","76","6","14","0","5","0","3",".184",".225",".250",".475","15","12","3.51","1.324","44","28","1","235.2","242","4","70","121",1927
"13","Bill Terry","NYG","6.0","0.0","8%","5.3","150","580","101","189","20","121","1","46",".326",".377",".529",".907","","","","","","","","","","","","",1927
"13","Cy Williams","PHI","6.0","0.0","8%","2.5","131","492","86","135","30","98","0","61",".274",".365",".502",".867","","","","","","","","","","","","",1927
"18","Doc Farrell","TOT","4.0","0.0","5%","2.0","152","566","57","179","4","92","4","26",".316",".348",".389",".737","","","","","","","","","","","","",1927
"18","Burleigh Grimes","NYG","4.0","0.0","5%","2.8","39","96","10","18","0","6","0","5",".188",".228",".229",".457","19","8","3.54","1.390","39","34","2","259.2","274","12","87","102",1927
"20","Pete Alexander","STL","3.0","0.0","4%","6.5","37","94","7","23","0","6","0","5",".245",".283",".298",".581","21","10","2.52","1.116","37","30","3","268.0","261","11","38","48",1927
"20","Max Carey","BRO","3.0","0.0","4%","1.9","144","538","70","143","1","54","32","64",".266",".345",".364",".709","","","","","","","","","","","","",1927
"20","Riggs Stephenson","CHC","3.0","0.0","4%","4.9","152","579","101","199","7","82","8","65",".344",".415",".491",".906","","","","","","","","","","","","",1927
"23","Carmen Hill","PIT","2.0","0.0","3%","4.9","44","104","10","22","0","10","0","5",".212",".248",".298",".546","22","11","3.24","1.224","43","31","3","277.2","260","12","80","95",1927
"23","Jesse Petty","BRO","2.0","0.0","3%","5.6","42","91","3","9","0","2","0","1",".099",".109",".132",".241","13","18","2.98","1.163","42","33","1","271.2","263","13","53","101",1927
"23","Frank Ulrich","PHI","2.0","0.0","3%","4.0","32","73","3","9","0","1","1","0",".123",".123",".123",".247","8","11","3.17","1.247","32","18","1","193.1","201","6","40","42",1927
"26","Chick Hafey","STL","1.0","0.0","1%","3.9","103","346","62","114","18","63","12","36",".329",".401",".590",".990","","","","","","","","","","","","",1927
"1","Jim Bottomley","STL","76.0","","95%","5.6","149","576","123","187","31","136","10","71",".325",".402",".628","1.030","","","","","","","","","","","","",1928
"2","Freddie Lindstrom","NYG","70.0","","88%","6.0","153","646","99","231","14","107","15","25",".358",".383",".511",".894","","","","","","","","","","","","",1928
"3","Burleigh Grimes","PIT","53.0","","66%","7.1","48","131","17","42","0","16","1","4",".321",".341",".397",".738","25","14","2.99","1.173","48","37","3","330.2","311","11","77","97",1928
"4","Larry Benton","NYG","37.0","","46%","6.5","42","112","12","16","0","8","0","5",".143",".179",".179",".358","25","9","2.73","1.192","42","36","4","310.1","299","14","71","90",1928
"4","Hughie Critz","CIN","37.0","","46%","2.5","153","641","95","190","5","52","18","37",".296",".335",".387",".722","","","","","","","","","","","","",1928
"6","Pie Traynor","PIT","28.0","","35%","3.8","144","569","91","192","3","124","12","28",".337",".370",".462",".832","","","","","","","","","","","","",1928
"7","Hack Wilson","CHC","21.0","","26%","5.5","145","520","89","163","31","120","4","77",".313",".404",".588",".992","","","","","","","","","","","","",1928
"8","Shanty Hogan","NYG","17.0","","21%","3.1","131","411","48","137","10","71","0","42",".333",".406",".477",".883","","","","","","","","","","","","",1928
"9","Travis Jackson","NYG","16.0","","20%","5.3","150","537","73","145","14","77","8","56",".270",".339",".436",".775","","","","","","","","","","","","",1928
"10","Rabbit Maranville","STL","14.0","","18%","1.3","112","366","40","88","1","34","3","36",".240",".310",".342",".652","","","","","","","","","","","","",1928
"11","Dazzy Vance","BRO","13.0","","16%","10.3","38","96","7","17","0","9","0","9",".177",".262",".240",".501","22","10","2.09","1.063","38","32","2","280.1","226","11","72","200",1928
"12","Chick Hafey","STL","11.0","","14%","5.2","138","520","101","175","27","111","8","40",".337",".386",".604",".990","","","","","","","","","","","","",1928
"13","Rogers Hornsby","BSN","10.0","","13%","8.9","140","486","99","188","21","94","5","107",".387",".498",".632","1.130","","","","","","","","","","","","",1928
"14","Gabby Hartnett","CHC","6.0","0.0","8%","5.0","120","388","61","117","14","57","3","65",".302",".404",".523",".928","","","","","","","","","","","","",1928
"15","Taylor Douthit","STL","5.0","0.0","6%","3.4","154","648","111","191","3","43","11","84",".295",".384",".372",".756","","","","","","","","","","","","",1928
"15","Lance Richbourg","BSN","5.0","0.0","6%","3.8","148","612","105","206","2","52","11","62",".337",".399",".428",".828","","","","","","","","","","","","",1928
"15","Paul Waner","PIT","5.0","0.0","6%","6.8","152","602","142","223","6","86","6","77",".370",".446",".547",".992","","","","","","","","","","","","",1928
"18","Del Bissonette","BRO","3.0","0.0","4%","4.4","155","587","90","188","25","106","5","70",".320",".396",".543",".940","","","","","","","","","","","","",1928
"18","Jake Flowers","BRO","3.0","0.0","4%","1.1","103","339","51","93","2","44","10","47",".274",".366",".360",".726","","","","","","","","","","","","",1928
"18","Pinky Whitney","PHI","3.0","0.0","4%","1.2","151","585","73","176","10","103","3","36",".301",".342",".426",".768","","","","","","","","","","","","",1928
"18","Jimmie Wilson","TOT","3.0","0.0","4%","1.6","141","481","56","127","2","63","12","54",".264",".340",".351",".691","","","","","","","","","","","","",1928
"22","Horace Ford","CIN","2.0","0.0","3%","1.9","149","506","49","122","0","54","1","47",".241",".308",".291",".599","","","","","","","","","","","","",1928
"23","Fresco Thompson","PHI","1.0","0.0","1%","-0.3","152","634","99","182","3","50","19","42",".287",".332",".390",".722","","","","","","","","","","","","",1928
"1","Rogers Hornsby","CHC","60.0","3.0","75%","10.5","156","602","156","229","39","149","2","87",".380",".459",".679","1.139","","","","","","","","","","","","",1929
"2","Lefty O'Doul","PHI","54.0","","68%","7.4","154","638","152","254","32","122","2","76",".398",".465",".622","1.087","","","","","","","","","","","","",1929
"3","Bill Terry","NYG","48.0","","60%","4.6","150","607","103","226","14","117","10","48",".372",".418",".522",".941","","","","","","","","","","","","",1929
"4","Burleigh Grimes","PIT","35.0","","44%","5.8","33","91","11","26","0","12","0","4",".286",".316",".385",".700","17","7","3.13","1.354","33","29","2","232.2","245","11","70","62",1929
"5","Lloyd Waner","PIT","30.0","","38%","3.6","151","662","134","234","5","74","6","37",".353",".395",".479",".874","","","","","","","","","","","","",1929
"6","Red Lucas","CIN","29.0","","36%","6.0","76","140","15","41","0","13","1","13",".293",".353",".336",".689","19","12","3.60","1.204","32","32","0","270.0","267","14","58","72",1929
"7","Pie Traynor","PIT","27.0","","34%","3.2","130","540","94","192","4","108","13","30",".356",".393",".472",".865","","","","","","","","","","","","",1929
"8","Babe Herman","BRO","24.0","","30%","4.6","146","569","105","217","21","113","21","55",".381",".436",".612","1.047","","","","","","","","","","","","",1929
"8","Hack Wilson","CHC","24.0","","30%","6.1","150","574","135","198","39","159","3","78",".345",".425",".618","1.044","","","","","","","","","","","","",1929
"10","Guy Bush","CHC","16.0","","20%","2.8","50","91","5","15","0","3","1","3",".165",".191",".165",".356","18","7","3.66","1.419","50","30","8","270.2","277","16","107","82",1929
"11","Chuck Klein","PHI","15.0","","19%","5.0","149","616","126","219","43","145","5","54",".356",".407",".657","1.065","","","","","","","","","","","","",1929
"11","Mel Ott","NYG","15.0","","19%","7.2","150","545","138","179","42","151","6","113",".328",".449",".635","1.084","","","","","","","","","","","","",1929
"13","Taylor Douthit","STL","14.0","","18%","3.5","150","613","128","206","9","62","8","79",".336",".416",".471",".888","","","","","","","","","","","","",1929
"14","Charlie Grimm","CHC","13.0","","16%","1.0","120","463","66","138","10","91","3","42",".298",".358",".436",".794","","","","","","","","","","","","",1929
"15","Travis Jackson","NYG","8.0","0.0","10%","5.8","149","551","92","162","21","94","10","64",".294",".367",".490",".857","","","","","","","","","","","","",1929
"15","Rabbit Maranville","BSN","8.0","0.0","10%","2.7","146","560","87","159","0","55","13","47",".284",".344",".366",".710","","","","","","","","","","","","",1929
"17","Hughie Critz","CIN","5.0","0.0","6%","0.2","107","425","55","105","1","50","9","27",".247",".292",".336",".629","","","","","","","","","","","","",1929
"18","Bernie Friberg","PHI","4.0","0.0","5%","0.7","128","455","74","137","7","55","1","49",".301",".370",".437",".808","","","","","","","","","","","","",1929
"19","Pat Malone","CHC","3.0","0.0","4%","4.8","40","105","8","22","2","11","0","4",".210",".239",".295",".534","22","10","3.57","1.442","40","30","2","267.0","283","12","102","166",1929
"20","Johnny Frederick","BRO","2.0","0.0","3%","3.9","148","628","127","206","24","75","6","39",".328",".372",".545",".917","","","","","","","","","","","","",1929
"20","Frankie Frisch","STL","2.0","0.0","3%","3.4","138","527","93","176","5","74","24","53",".334",".397",".484",".881","","","","","","","","","","","","",1929
"20","Pinky Whitney","PHI","2.0","0.0","3%","3.8","154","612","89","200","8","115","7","61",".327",".390",".482",".872","","","","","","","","","","","","",1929
"23","Riggs Stephenson","CHC","1.0","0.0","1%","4.8","136","495","91","179","17","110","10","67",".362",".445",".562","1.006","","","","","","","","","","","","",1929
"23","Zack Taylor","TOT","1.0","0.0","1%","0.8","98","316","37","84","1","41","0","26",".266",".326",".367",".693","","","","","","","","","","","","",1929
"1","Frankie Frisch","STL","65.0","","81%","4.0","131","518","96","161","4","82","28","45",".311",".368",".396",".764","","","","","","","","","","","","",1931
"2","Chuck Klein","PHI","55.0","","69%","5.2","148","594","121","200","31","121","7","59",".337",".398",".584",".982","","","","","","","","","","","","",1931
"3","Bill Terry","NYG","53.0","","66%","6.6","153","611","121","213","9","112","8","47",".349",".397",".529",".926","","","","","","","","","","","","",1931
"4","Woody English","CHC","30.0","","38%","5.4","156","634","117","202","2","53","12","68",".319",".391",".413",".804","","","","","","","","","","","","",1931
"5","Chick Hafey","STL","29.0","","36%","4.6","122","450","94","157","16","95","11","39",".349",".404",".569",".973","","","","","","","","","","","","",1931
"6","Jimmie Wilson","STL","28.0","","35%","0.9","115","383","45","105","0","51","5","28",".274",".332",".337",".669","","","","","","","","","","","","",1931
"7","Travis Jackson","NYG","24.0","","30%","5.4","145","555","65","172","5","71","13","36",".310",".353",".420",".773","","","","","","","","","","","","",1931
"8","Charlie Grimm","CHC","21.0","","26%","3.2","146","531","65","176","4","66","1","53",".331",".393",".458",".851","","","","","","","","","","","","",1931
"9","Sparky Adams","STL","18.0","","23%","1.5","143","608","97","178","1","40","16","42",".293",".340",".390",".730","","","","","","","","","","","","",1931
"10","Ed Brandt","BSN","15.0","","19%","6.2","34","82","11","21","0","8","1","9",".256",".330",".280",".610","18","11","2.92","1.220","33","29","2","250.0","228","11","77","112",1931
"10","Rabbit Maranville","BSN","15.0","","19%","1.2","145","562","69","146","0","33","9","56",".260",".329",".317",".646","","","","","","","","","","","","",1931
"12","Kiki Cuyler","CHC","14.0","","18%","4.2","154","613","110","202","9","88","13","72",".330",".404",".473",".877","","","","","","","","","","","","",1931
"13","Pie Traynor","PIT","12.0","","15%","3.1","155","615","81","183","2","103","6","54",".298",".354",".416",".771","","","","","","","","","","","","",1931
"14","Red Lucas","CIN","10.0","","13%","3.4","97","153","15","43","0","17","0","12",".281",".333",".307",".641","14","13","3.59","1.261","29","29","0","238.0","261","10","39","56",1931
"15","Jim Bottomley","STL","8.0","0.0","10%","3.2","108","382","73","133","9","75","3","34",".348",".403",".534",".937","","","","","","","","","","","","",1931
"15","Lloyd Waner","PIT","8.0","0.0","10%","3.5","154","681","90","214","4","57","7","39",".314",".352",".407",".759","","","","","","","","","","","","",1931
"17","Jumbo Elliott","PHI","6.0","0.0","8%","1.9","52","90","3","11","0","6","0","1",".122",".132",".122",".254","19","14","4.27","1.490","52","30","5","249.0","288","15","83","99",1931
"17","Jack Quinn","BRO","6.0","0.0","8%","1.4","39","15","0","3","0","2","0","1",".200",".250",".200",".450","5","4","2.66","1.383","39","1","13","64.1","65","1","24","25",1931
"19","Neal Finn","BRO","5.0","0.0","6%","0.1","118","413","46","113","0","45","2","21",".274",".314",".337",".650","","","","","","","","","","","","",1931
"20","Watson Clark","BRO","3.0","0.0","4%","6.3","34","84","8","21","0","5","0","7",".250",".308",".274",".582","14","10","3.20","1.264","34","28","1","233.1","243","4","52","96",1931
"20","Paul Derringer","STL","3.0","0.0","4%","2.6","35","72","2","7","0","1","0","1",".097",".110",".097",".207","18","8","3.36","1.370","35","23","2","211.2","225","9","65","134",1931
"20","Charlie Root","CHC","3.0","0.0","4%","3.7","39","90","7","20","0","8","0","4",".222",".255",".311",".566","17","14","3.48","1.239","39","31","2","251.0","240","7","71","131",1931
"23","Dick Bartell","PHI","2.0","0.0","3%","1.1","135","554","88","160","0","34","6","27",".289",".325",".392",".717","","","","","","","","","","","","",1931
